Umur,Jenis Kelamin,Wilayah,Tanggapan,cleaned_text,topic_id,topic_category,kategori_akhir
15 sampai 17 tahun,Perempuan,Tapteng,Kegiatan tangan yang sering di lakukan adalah membersihkan dari diri sendiri tanpa ada paksaan.,kegiatan tangan yang sering di lakukan adalah membersihkan dari diri sendiri tanpa ada paksaan,3,Deskripsi Umum Kondisi Banjir,Dampak Aktivitas Harian & Sekolah
15 sampai 17 tahun,Perempuan,Tapteng,"Aktivitas yang di lakukan setelah adanya banjir yaitu, membeli kebutuhan di pasar, mengambil air di dekat gunung, mengambil minyak di pom bensin.",aktivitas yang di lakukan setelah adanya banjir yaitu membeli kebutuhan di pasar mengambil air di dekat gunung mengambil minyak di pom bensin,3,Deskripsi Umum Kondisi Banjir,Dampak Aktivitas Harian & Sekolah
15 sampai 17 tahun,Perempuan,Tapteng,Jalan kaki dari Aek Horsik ke Pandan untuk mencari beras dan membersihkan rumah sampai kaki kenak kaca dan kenak paku karena benda tajam tertutup lumpur.,jalan kaki dari aek horsik ke pandan untuk mencari beras dan membersihkan rumah sampai kaki kenak kaca dan kenak paku karena benda tajam tertutup lumpur,3,Deskripsi Umum Kondisi Banjir,Dampak Aktivitas Harian & Sekolah
15 sampai 17 tahun,Perempuan,Tapteng,Kaki saya capek dan letih karena menunggu antrian pembagian beras bulog di gudang tempatnya di pondok batu.,kaki saya capek dan letih karena menunggu antrian pembagian beras bulog di gudang tempatnya di pondok batu,3,Deskripsi Umum Kondisi Banjir,Dampak Aktivitas Harian & Sekolah
15 sampai 17 tahun,Perempuan,Tapteng,Kaki saya terasa sakit semenjak jalan akses tertutup mulai dari rumah kami rela berjalan kaki sampai ke Pandan demi mengambil beras.,kaki saya terasa sakit semenjak jalan akses tertutup mulai dari rumah kami rela berjalan kaki sampai ke pandan demi mengambil beras,3,Deskripsi Umum Kondisi Banjir,Dampak Aktivitas Harian & Sekolah
15 sampai 17 tahun,Perempuan,Tapteng,Kaki saya terasa capek karena mengantri beras bulog di Pondok Batu,kaki saya terasa capek karena mengantri beras bulog di pondok batu,0,Keluhan Kesehatan Fisik,
15 sampai 17 tahun,Perempuan,Tapteng,Pergi ke rumah nenek untuk mengungsi pada saat banjir,pergi ke rumah nenek untuk mengungsi pada saat banjir,3,Deskripsi Umum Kondisi Banjir,Dampak Aktivitas Harian & Sekolah
15 sampai 17 tahun,Perempuan,Tapteng,Kaki saya kerasa capek karena memndahkan barang-barang supaya tidak terkenak banjir dan kaki saya capek karena nunggu bensin yang susah dicari atau di dapatkan.,kaki saya kerasa capek karena memndahkan barangbarang supaya tidak terkenak banjir dan kaki saya capek karena nunggu bensin yang susah dicari atau di dapatkan,3,Deskripsi Umum Kondisi Banjir,Dampak Aktivitas Harian & Sekolah
15 sampai 17 tahun,Perempuan,Tapteng,Tidak merasakan capek karna cuman jalan,tidak merasakan capek karna cuman jalan,0,Keluhan Kesehatan Fisik,
15 sampai 17 tahun,Perempuan,Tapteng,"Melangkahkan kaki ke Sarudik menumpang mobil orang lain agar sampai lebih cepat demi sedikit beras untuk melanjutkan hidup saat itu, ke kebun mengikuti tetangga dan menemani untuk melihat durian agar ada makanan.",melangkahkan kaki ke sarudik menumpang mobil orang lain agar sampai lebih cepat demi sedikit beras untuk melanjutkan hidup saat itu ke kebun mengikuti tetangga dan menemani untuk melihat durian agar ada makanan,3,Deskripsi Umum Kondisi Banjir,Dampak Aktivitas Harian & Sekolah
15 sampai 17 tahun,Perempuan,Tapteng,"Kesekolah untuk belajar, membawa air ke rumah setelah diambil",kesekolah untuk belajar membawa air ke rumah setelah diambil,3,Deskripsi Umum Kondisi Banjir,Dampak Aktivitas Harian & Sekolah
15 sampai 17 tahun,Perempuan,Tapteng,"Setelah banjir saya harus berjalan kaki untuk mencari jaringan untuk menghubungi keluarga, dan saya harus berjalan kaki ke Sibolga untuk mengambil beras karena harga beras yang sangat mahal",setelah banjir saya harus berjalan kaki untuk mencari jaringan untuk menghubungi keluarga dan saya harus berjalan kaki ke sibolga untuk mengambil beras karena harga beras yang sangat mahal,3,Deskripsi Umum Kondisi Banjir,Dampak Aktivitas Harian & Sekolah
15 sampai 17 tahun,Perempuan,Tapteng,"Saya pergi ke sekolah untuk belajar, dan juga saya sering pergi mengangkat air untuk tujuan mendapatkan air bersih",saya pergi ke sekolah untuk belajar dan juga saya sering pergi mengangkat air untuk tujuan mendapatkan air bersih,3,Deskripsi Umum Kondisi Banjir,Dampak Aktivitas Harian & Sekolah
15 sampai 17 tahun,Perempuan,Tapteng,Saya melakukan kativitas mengelilingi keadaan sekitar dan melihat-lihat.,saya melakukan kativitas mengelilingi keadaan sekitar dan melihatlihat,3,Deskripsi Umum Kondisi Banjir,Dampak Aktivitas Harian & Sekolah
15 sampai 17 tahun,Laki laki,Tapteng,Cara memulai dari nol,cara memulai dari nol,3,Deskripsi Umum Kondisi Banjir,Trauma Suara & Penyelamatan Diri
15 sampai 17 tahun,Laki laki,Tapteng,Takut kejadiannya terulang lagi,takut kejadiannya terulang lagi,2,Dampak Psikososial & Trauma,
15 sampai 17 tahun,Laki laki,Tapteng,Rumah yang hancur sampai sekarang masih terpikirkan,rumah yang hancur sampai sekarang masih terpikirkan,3,Deskripsi Umum Kondisi Banjir,Trauma Suara & Penyelamatan Diri
15 sampai 17 tahun,Laki laki,Tapteng,"Yang saya pikirkan saat masa bencana tahun lalu yaitu gimana keadaan rumah kami di kampung entah masih layak ditempati atau tidak karena informasi dari pemerintah bahwa kampung kami dalam zona merah, dan gimana perekonomian kedepannya",yang saya pikirkan saat masa bencana tahun lalu yaitu gimana keadaan rumah kami di kampung entah masih layak ditempati atau tidak karena informasi dari pemerintah bahwa kampung kami dalam zona merah dan gimana perekonomian kedepannya,3,Deskripsi Umum Kondisi Banjir,Kerusakan Lingkungan & Properti
15 sampai 17 tahun,Laki laki,Tapteng,Dulu waktu banjir air masih mudah didapatkan tetapi sekarang sulit,dulu waktu banjir air masih mudah didapatkan tetapi sekarang sulit,3,Deskripsi Umum Kondisi Banjir,Dampak Aktivitas Harian & Sekolah
15 sampai 17 tahun,Laki laki,Tapteng,Pekerjaan orangtua makin sulit didapatkan dan susah,pekerjaan orangtua makin sulit didapatkan dan susah,3,Deskripsi Umum Kondisi Banjir,Trauma Suara & Penyelamatan Diri
15 sampai 17 tahun,Laki laki,Tapteng,Ekonomi susah,ekonomi susah,5,Kebutuhan Logistik & Konsumsi,
15 sampai 17 tahun,Laki laki,Tapteng,"Yang dulunya sepulang sekolah atau kegiatan lain pulangnya itu ke rumah tetapi setelah bencana ini kami pulangnya ke kontrakan, dan yang dulunya kami tidak kesulitan dapat air bersih, sekarang kami kesulitan dapat atau kekurangan air bersih.",yang dulunya sepulang sekolah atau kegiatan lain pulangnya itu ke rumah tetapi setelah bencana ini kami pulangnya ke kontrakan dan yang dulunya kami tidak kesulitan dapat air bersih sekarang kami kesulitan dapat atau kekurangan air bersih,3,Deskripsi Umum Kondisi Banjir,Dampak Aktivitas Harian & Sekolah
15 sampai 17 tahun,Laki laki,Tapteng,Yang berubah di hidupku setelah banjir yang dulunya    pulang sekolah langsung ke rumah sekarang harus mengungsi di Posko,yang berubah di hidupku setelah banjir yang dulunya pulang sekolah langsung ke rumah sekarang harus mengungsi di posko,3,Deskripsi Umum Kondisi Banjir,Dampak Aktivitas Harian & Sekolah
15 sampai 17 tahun,Laki laki,Tapteng,Kabar-kabar orang lain yang terkena bencana yang katanya lebih parah daripada yang di daerah sini,kabarkabar orang lain yang terkena bencana yang katanya lebih parah daripada yang di daerah sini,3,Deskripsi Umum Kondisi Banjir,Kerusakan Lingkungan & Properti
15 sampai 17 tahun,Laki laki,Tapteng,Sering dengar orangtua ngomong setelah bencana mencari mata pencaharian jadi sulit,sering dengar orangtua ngomong setelah bencana mencari mata pencaharian jadi sulit,3,Deskripsi Umum Kondisi Banjir,Dampak Aktivitas Harian & Sekolah
15 sampai 17 tahun,Laki laki,Tapteng,Harus rajin belajar,harus rajin belajar,5,Kebutuhan Logistik & Konsumsi,
15 sampai 17 tahun,Laki laki,Tapteng,"Kesulitan mencari air, kesulitan mencari uang",kesulitan mencari air kesulitan mencari uang,3,Deskripsi Umum Kondisi Banjir,Trauma Suara & Penyelamatan Diri
15 sampai 17 tahun,Laki laki,Tapteng,Tidak punya tempat tinggal,tidak punya tempat tinggal,5,Kebutuhan Logistik & Konsumsi,
15 sampai 17 tahun,Laki laki,Tapteng,Saya ingin ngomong dengan orang terpercaya,saya ingin ngomong dengan orang terpercaya,3,Deskripsi Umum Kondisi Banjir,Dampak Aktivitas Harian & Sekolah
15 sampai 17 tahun,Laki laki,Tapteng,Mau cerita kalau semenjak banjir masalah jadi makin banyak,mau cerita kalau semenjak banjir masalah jadi makin banyak,3,Deskripsi Umum Kondisi Banjir,Dampak Aktivitas Harian & Sekolah
15 sampai 17 tahun,Laki laki,Tapteng,Mau ketemu dengan kakak dan saudara yang lain karena ingin bercerita tentang gimana keadaan kami selama bencana ini,mau ketemu dengan kakak dan saudara yang lain karena ingin bercerita tentang gimana keadaan kami selama bencana ini,3,Deskripsi Umum Kondisi Banjir,Dampak Aktivitas Harian & Sekolah
15 sampai 17 tahun,Laki laki,Tapteng,- Pemerintah juga telah menyediakan tempat kami sementara di tenda dan menyediakan makanan dan minuman,pemerintah juga telah menyediakan tempat kami sementara di tenda dan menyediakan makanan dan minuman,3,Deskripsi Umum Kondisi Banjir,Dampak Aktivitas Harian & Sekolah
15 sampai 17 tahun,Laki laki,Tapteng,Saya merasa senang karena pemerintah peduli kepada kami,saya merasa senang karena pemerintah peduli kepada kami,3,Deskripsi Umum Kondisi Banjir,Dampak Aktivitas Harian & Sekolah
15 sampai 17 tahun,Laki laki,Tapteng,Sama orangtua bapak/ibu ingin menceritakan bencana banjir ini dan menceritakan semua kejadian yang telah terjadi kepada kami,sama orangtua bapakibu ingin menceritakan bencana banjir ini dan menceritakan semua kejadian yang telah terjadi kepada kami,3,Deskripsi Umum Kondisi Banjir,Kerusakan Lingkungan & Properti
15 sampai 17 tahun,Laki laki,Tapteng,Indomie dan telur nasi yang konsumsi akhir-akhir ini,indomie dan telur nasi yang konsumsi akhirakhir ini,5,Kebutuhan Logistik & Konsumsi,
15 sampai 17 tahun,Laki laki,Tapteng,Rasanya bahunya cape karena angkat air,rasanya bahunya cape karena angkat air,0,Keluhan Kesehatan Fisik,
15 sampai 17 tahun,Laki laki,Tapteng,Membersihkan rumah sendiri karena anak satu-satunya,membersihkan rumah sendiri karena anak satusatunya,3,Deskripsi Umum Kondisi Banjir,Trauma Suara & Penyelamatan Diri
15 sampai 17 tahun,Laki laki,Tapteng,Badan sakit setelah benturan kayu yang terbawa banjir saat tidur di hari terjadinya banjir di pagi hari,badan sakit setelah benturan kayu yang terbawa banjir saat tidur di hari terjadinya banjir di pagi hari,3,Deskripsi Umum Kondisi Banjir,Kerusakan Lingkungan & Properti
15 sampai 17 tahun,Laki laki,Tapteng,Disaat kami berangkat dari rumah pada masa bencana besoknya itu pundak saya merasa pegal dan badan saya juga karena beban yang kami bawa dan perjalanan yang sangat jauh,disaat kami berangkat dari rumah pada masa bencana besoknya itu pundak saya merasa pegal dan badan saya juga karena beban yang kami bawa dan perjalanan yang sangat jauh,3,Deskripsi Umum Kondisi Banjir,Kerusakan Lingkungan & Properti
15 sampai 17 tahun,Laki laki,Tapteng,"Waktu banjir dan longsor rasanya takut terjadi sesuatu yang sangat buruk yang tidak diinginkan, karena banyaknya orang meninggal",waktu banjir dan longsor rasanya takut terjadi sesuatu yang sangat buruk yang tidak diinginkan karena banyaknya orang meninggal,3,Deskripsi Umum Kondisi Banjir,Kerusakan Lingkungan & Properti
15 sampai 17 tahun,Laki laki,Tapteng,Tidak bisa ketemu teman sekolah selama sebulan,tidak bisa ketemu teman sekolah selama sebulan,3,Deskripsi Umum Kondisi Banjir,Trauma Suara & Penyelamatan Diri
15 sampai 17 tahun,Laki laki,Tapteng,Tidak bisa merasakan belajar normal seperti orang lain,tidak bisa merasakan belajar normal seperti orang lain,3,Deskripsi Umum Kondisi Banjir,Trauma Suara & Penyelamatan Diri
15 sampai 17 tahun,Laki laki,Tapteng,Perasaan yang sangat masih membekas adalah kehilangan tempat tinggal dan kehilangan barang-barang yang sangat istimewa yang diberikan orangtua 5 tahun lalu,perasaan yang sangat masih membekas adalah kehilangan tempat tinggal dan kehilangan barangbarang yang sangat istimewa yang diberikan orangtua tahun lalu,3,Deskripsi Umum Kondisi Banjir,Kerusakan Lingkungan & Properti
15 sampai 17 tahun,Laki laki,Tapteng,"Saat ini saya merasa bahagia karena saya dan keluarga serta teman-teman dilindungi oleh Tuhan sehingga saat ini dapat bertemu dan saling berkomunikasi, tetapi saya juga di kampung dan perekonomian masih belum pulih",saat ini saya merasa bahagia karena saya dan keluarga serta temanteman dilindungi oleh tuhan sehingga saat ini dapat bertemu dan saling berkomunikasi tetapi saya juga di kampung dan perekonomian masih belum pulih,3,Deskripsi Umum Kondisi Banjir,Kerusakan Lingkungan & Properti
15 sampai 17 tahun,Laki laki,Tapteng,Tidak ada yang dirasakan yang terganggu,tidak ada yang dirasakan yang terganggu,3,Deskripsi Umum Kondisi Banjir,Trauma Suara & Penyelamatan Diri
15 sampai 17 tahun,Laki laki,Tapteng,Terkadang perut sakit karena makan tidak teratur,terkadang perut sakit karena makan tidak teratur,0,Keluhan Kesehatan Fisik,
15 sampai 17 tahun,Laki laki,Tapteng,Perutnya sering sakit karena makan indomie,perutnya sering sakit karena makan indomie,0,Keluhan Kesehatan Fisik,
15 sampai 17 tahun,Laki laki,Tapteng,Makan-makanan siap/cepat saji,makanmakanan siapcepat saji,5,Kebutuhan Logistik & Konsumsi,
15 sampai 17 tahun,Laki laki,Tapteng,Belajar di sekolah,belajar di sekolah,5,Kebutuhan Logistik & Konsumsi,
15 sampai 17 tahun,Laki laki,Tapteng,Bersih-bersih di rumah,bersihbersih di rumah,5,Kebutuhan Logistik & Konsumsi,
15 sampai 17 tahun,Laki laki,Tapteng,Terkadang juga memasak,terkadang juga memasak,5,Kebutuhan Logistik & Konsumsi,
15 sampai 17 tahun,Laki laki,Tapteng,Bekerja dan membantu memberihkan rumah warga dan membatu membersihkan sekolah dan belajar di sekolah,bekerja dan membantu memberihkan rumah warga dan membatu membersihkan sekolah dan belajar di sekolah,3,Deskripsi Umum Kondisi Banjir,Dampak Aktivitas Harian & Sekolah
15 sampai 17 tahun,Laki laki,Tapteng,Membersihkan sisa banjir dengan tangan,membersihkan sisa banjir dengan tangan,3,Deskripsi Umum Kondisi Banjir,Trauma Suara & Penyelamatan Diri
15 sampai 17 tahun,Laki laki,Tapteng,Sering menulis tanpa meja di sekolah,sering menulis tanpa meja di sekolah,3,Deskripsi Umum Kondisi Banjir,Trauma Suara & Penyelamatan Diri
15 sampai 17 tahun,Laki laki,Tapteng,Tangan jadi sakit karena membersihkan lumpur,tangan jadi sakit karena membersihkan lumpur,0,Keluhan Kesehatan Fisik,
15 sampai 17 tahun,Laki laki,Tapteng,Pada saat bencana jalan kaki dari rumah ketempat pengungsian,pada saat bencana jalan kaki dari rumah ketempat pengungsian,3,Deskripsi Umum Kondisi Banjir,Dampak Aktivitas Harian & Sekolah
15 sampai 17 tahun,Laki laki,Tapteng,Belanja makanan pada saat bencana tanpa kendaraan,belanja makanan pada saat bencana tanpa kendaraan,3,Deskripsi Umum Kondisi Banjir,Trauma Suara & Penyelamatan Diri
15 sampai 17 tahun,Laki laki,Tapteng,Ke sekolah dan berangkat kerja bakti membantu membersihkan rumah warga dan bekerja mencari uang,ke sekolah dan berangkat kerja bakti membantu membersihkan rumah warga dan bekerja mencari uang,3,Deskripsi Umum Kondisi Banjir,Dampak Aktivitas Harian & Sekolah
15 sampai 17 tahun,Laki laki,Tapteng,Jalan kaki ke simpang rumah karena jalannya rusak,jalan kaki ke simpang rumah karena jalannya rusak,3,Deskripsi Umum Kondisi Banjir,Trauma Suara & Penyelamatan Diri
15 sampai 17 tahun,Laki laki,Tapteng,Waktu mati lampu seminggu jalan kaki jauh mengisi daya HP,waktu mati lampu seminggu jalan kaki jauh mengisi daya hp,0,Keluhan Kesehatan Fisik,
